GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
225,33.14,305.2,22.3,-3.1,-162.85,57.36,184.52,-67.44,2.57,436.55,-64.87,371.68
226,34.2,295.49,30.27,-3.24,-161.79,59.77,184.21,-67.9,2.57,438.89,-65.33,373.57
227,30.28,300.77,22.4,-3.07,-154.87,58.47,176.81,-68.26,2.59,430.79,-65.67,365.12
228,35.68,290.47,23.56,-3.08,-158.31,66.69,180.24,-67.92,2.61,435.25,-65.32,369.94
229,38.06,289.3,25.08,-3.06,-157.32,64.77,180.12,-69.67,2.59,436.96,-67.08,369.89
230,41.44,290.75,24.76,-2.97,-158.57,63.66,182.01,-70.2,2.52,441.09,-67.69,373.4
231,35.27,288.2,22.53,-1.65,-164.35,68.8,187.89,-67.5,2.56,436.7,-64.94,371.76
232,32.03,295.66,23.53,-2.8,-155.07,63.44,175.86,-68.17,2.64,432.63,-65.53,367.1
233,40.39,294.49,23.62,-2.1,-157.33,63.44,177.87,-68.56,2.6,440.38,-65.96,374.42
234,33.13,297.19,24.77,-3.14,-160.05,60.91,182.61,-68.55,2.6,435.43,-65.95,369.47
235,37.02,283.72,23.06,-3.13,-162.54,68.3,182.87,-66.82,2.58,429.3,-64.23,365.07
236,37.24,300.87,22.02,-3.0,-158.56,53.78,178.85,-67.88,2.59,431.19,-65.28,365.9
237,25.4,296.29,22.72,-3.21,-160.8,67.42,181.75,-66.24,2.57,429.57,-63.67,365.9
238,31.26,289.82,21.72,-2.79,-161.3,71.22,181.83,-66.57,2.59,431.76,-63.98,367.78
239,25.53,297.74,22.45,-2.21,-163.02,64.96,183.67,-66.74,2.54,429.11,-64.2,364.91
240,23.35,300.26,23.15,-2.65,-160.36,63.01,182.96,-67.42,2.59,429.72,-64.83,364.9
241,34.57,294.8,22.71,-2.7,-155.59,60.2,176.03,-67.22,2.61,430.02,-64.61,365.41
242,27.95,295.51,23.68,-2.71,-158.23,67.87,180.4,-68.39,2.55,434.47,-65.85,368.62
243,34.17,289.24,22.85,-3.06,-154.67,66.23,175.78,-67.9,2.61,430.54,-65.3,365.24
244,34.86,294.7,23.1,-2.58,-160.82,65.75,183.92,-68.47,2.59,438.93,-65.88,373.05
245,30.55,303.07,23.8,-2.78,-162.55,55.52,186.08,-68.24,2.52,433.68,-65.72,367.97
246,46.8,282.34,23.8,-3.18,-157.82,62.05,180.05,-68.55,2.59,434.04,-65.96,368.09
247,25.75,298.23,22.68,-3.01,-159.84,68.93,182.9,-67.22,2.53,435.63,-64.69,370.95
248,24.19,306.7,25.08,-2.08,-163.8,56.3,188.1,-68.1,2.5,434.48,-65.61,368.87
249,39.84,294.76,23.36,-2.63,-157.63,56.55,179.33,-66.91,2.6,433.59,-64.31,369.28
250,29.74,298.43,22.7,-2.65,-164.78,63.74,185.76,-67.23,2.54,432.94,-64.68,368.25
251,33.57,295.6,23.23,-2.67,-158.14,61.05,180.93,-69.07,2.59,433.58,-66.47,367.11
252,35.91,298.96,22.7,-2.93,-158.92,55.48,182.66,-67.71,2.54,433.87,-65.17,368.71
253,35.13,299.44,24.05,-3.23,-155.55,54.37,177.43,-67.87,2.57,431.65,-65.29,366.36
254,35.29,294.05,22.17,-2.77,-157.05,63.8,177.47,-67.12,2.6,432.97,-64.51,368.45
255,34.28,288.53,24.4,-3.23,-158.14,66.83,181.96,-69.3,2.55,434.62,-66.75,367.88
256,40.7,294.94,24.91,-1.8,-161.75,55.97,185.96,-70.14,2.58,438.93,-67.56,371.37
257,42.16,285.14,22.39,-2.85,-156.53,64.8,179.36,-68.75,2.62,434.48,-66.13,368.35
258,27.48,295.11,22.84,-2.09,-158.47,68.69,180.92,-68.1,2.57,434.49,-65.53,368.96
259,40.08,292.25,23.36,-2.74,-159.23,56.9,180.17,-68.52,2.58,430.78,-65.94,364.84
260,44.69,287.29,23.65,-2.63,-156.29,61.25,178.61,-66.22,2.6,436.57,-63.61,372.96
261,29.04,297.94,23.2,-2.81,-159.18,59.87,180.56,-66.99,2.6,428.61,-64.39,364.22
262,36.76,283.99,24.95,-1.77,-163.35,69.58,184.95,-68.41,2.51,435.1,-65.9,369.2
263,41.73,281.17,22.13,-2.12,-160.43,66.38,182.29,-67.02,2.61,431.16,-64.41,366.75
264,41.48,288.12,24.7,-2.76,-156.96,59.5,177.13,-67.25,2.62,431.2,-64.62,366.58
265,36.38,290.34,23.6,-2.72,-154.08,61.3,175.35,-67.63,2.62,430.16,-65.01,365.15
266,40.47,293.08,24.35,-3.21,-159.95,57.54,181.8,-66.78,2.52,434.08,-64.27,369.81
267,30.35,294.02,23.82,-3.2,-161.57,66.79,183.99,-68.17,2.53,434.19,-65.64,368.55
268,31.66,291.82,23.81,-3.07,-164.3,65.17,185.48,-66.38,2.52,430.58,-63.86,366.72
269,37.39,278.34,24.0,-2.79,-160.93,80.03,183.2,-68.26,2.59,439.24,-65.66,373.58
270,27.99,301.28,21.79,-2.97,-156.58,63.74,178.22,-67.5,2.6,433.48,-64.91,368.57
271,39.43,292.08,22.61,-2.87,-153.63,58.89,176.29,-67.97,2.62,432.8,-65.35,367.46
272,34.14,290.36,22.49,-2.97,-155.54,67.0,178.82,-68.26,2.59,434.3,-65.67,368.63
273,34.65,303.07,21.92,-2.92,-159.74,60.72,180.17,-68.05,2.6,437.86,-65.44,372.42
274,31.79,291.95,23.43,-3.11,-156.33,64.55,177.12,-66.51,2.59,429.41,-63.92,365.49
275,33.88,296.28,23.44,-2.57,-163.98,60.94,186.02,-68.15,2.58,434.01,-65.57,368.44
276,42.15,292.31,23.59,-2.73,-158.09,56.83,180.48,-68.62,2.57,434.54,-66.06,368.48
277,35.13,290.93,24.61,-3.27,-162.15,62.95,185.73,-69.65,2.52,433.93,-67.14,366.79
278,40.12,283.02,24.31,-3.05,-156.51,65.73,177.54,-67.09,2.58,431.17,-64.51,366.66
279,34.54,293.92,22.7,-2.8,-155.39,68.36,177.31,-68.56,2.6,438.64,-65.95,372.69
280,38.22,293.93,24.64,-3.01,-155.26,59.44,175.96,-66.44,2.58,433.93,-63.85,370.07
281,34.47,299.68,23.4,-2.91,-157.24,62.85,177.92,-68.44,2.58,438.16,-65.86,372.31
282,31.69,293.16,22.92,-2.25,-155.39,66.39,179.14,-68.05,2.59,435.66,-65.46,370.2
283,36.15,298.23,25.1,-3.67,-158.01,56.39,181.16,-68.59,2.52,435.35,-66.07,369.27
284,49.72,290.47,24.01,-2.53,-157.76,61.27,181.35,-68.69,2.59,446.53,-66.1,380.43
285,38.06,293.46,24.87,-2.97,-159.3,58.79,182.42,-67.58,2.53,435.33,-65.04,370.29
286,43.58,288.35,23.32,-2.49,-156.78,61.77,178.34,-68.14,2.67,436.08,-65.47,370.61
287,31.35,290.31,24.09,-3.25,-162.95,70.85,185.2,-68.6,2.55,435.59,-66.05,369.54
288,29.26,303.44,22.9,-2.87,-158.84,62.36,180.5,-68.37,2.61,436.75,-65.76,370.99
289,40.68,291.88,26.57,-2.93,-157.16,60.74,180.84,-68.13,2.54,440.63,-65.59,375.03
290,40.58,289.61,22.37,-3.02,-158.11,64.43,179.21,-67.5,2.54,435.07,-64.95,370.12
291,27.42,296.61,22.42,-2.77,-157.99,67.04,180.29,-67.93,2.61,433.02,-65.32,367.7
292,37.94,297.3,22.33,-2.56,-157.01,55.94,177.88,-66.25,2.58,431.83,-63.66,368.16
293,46.53,282.77,25.18,-2.34,-160.44,59.77,181.99,-67.31,2.61,433.47,-64.7,368.77
294,30.84,300.43,22.88,-2.34,-153.45,60.71,176.53,-67.83,2.59,435.6,-65.24,370.36
295,36.42,293.09,25.16,-2.48,-159.01,59.13,180.22,-66.56,2.59,432.53,-63.97,368.56
296,38.1,288.98,23.53,-2.65,-155.18,70.57,175.48,-68.0,2.64,438.82,-65.37,373.46
297,48.66,289.89,25.64,-2.78,-152.16,57.75,173.5,-67.91,2.64,440.5,-65.27,375.22
298,33.08,296.54,26.32,-2.6,-152.59,59.21,174.82,-68.27,2.66,434.78,-65.61,369.17
299,36.79,303.1,25.97,-2.76,-154.34,53.2,175.35,-67.73,2.62,437.31,-65.12,372.19
300,38.47,297.66,23.28,-3.03,-155.05,54.79,176.81,-67.79,2.6,432.92,-65.19,367.73
301,42.37,284.3,24.51,-2.36,-155.45,65.25,177.07,-68.56,2.65,435.69,-65.9,369.79
302,37.24,302.57,24.36,-3.15,-152.56,50.53,174.55,-68.79,2.59,433.53,-66.2,367.33
303,31.12,292.27,22.67,-2.95,-158.23,66.64,179.22,-67.0,2.59,430.74,-64.41,366.34
304,27.28,291.25,23.6,-3.03,-157.39,69.95,178.11,-68.07,2.58,429.76,-65.49,364.27
305,41.22,295.52,23.18,-2.68,-153.7,55.35,174.99,-66.32,2.6,433.88,-63.72,370.16
306,31.55,303.41,23.48,-2.96,-164.01,57.82,184.47,-66.34,2.52,433.76,-63.82,369.94
307,29.67,297.42,22.97,-3.01,-155.69,63.04,176.76,-68.29,2.61,431.16,-65.68,365.48
308,34.04,293.14,22.27,-2.81,-152.09,63.23,173.77,-68.69,2.64,431.55,-66.05,365.5
309,28.96,302.28,25.34,-3.03,-154.82,56.85,178.55,-68.68,2.55,434.13,-66.13,368.0
310,28.33,297.38,24.83,-2.62,-164.3,69.47,187.72,-68.58,2.56,440.8,-66.02,374.78
311,37.83,289.1,23.57,-3.11,-156.87,61.77,180.71,-67.81,2.56,432.99,-65.25,367.75
312,38.75,289.98,22.79,-2.42,-163.31,67.5,185.91,-68.57,2.57,439.21,-66.0,373.21
313,46.32,294.28,22.81,-3.24,-159.12,59.24,183.29,-68.66,2.55,443.58,-66.11,377.47
314,43.27,285.54,25.13,-2.73,-159.45,63.9,180.91,-68.39,2.53,436.58,-65.86,370.73
315,29.48,291.12,22.51,-3.08,-157.55,68.56,178.34,-67.37,2.58,429.37,-64.79,364.59
316,29.09,299.12,25.26,-3.3,-160.25,60.65,182.96,-66.91,2.52,433.53,-64.39,369.14
317,31.64,289.4,22.91,-2.58,-161.43,74.52,184.84,-68.35,2.58,439.32,-65.77,373.55
318,35.4,291.09,21.99,-2.76,-157.33,62.98,179.3,-67.91,2.59,430.68,-65.32,365.36
319,30.93,301.06,23.58,-1.79,-167.29,56.06,189.25,-68.26,2.51,431.8,-65.75,366.05
320,39.3,291.01,21.66,-2.59,-152.3,59.81,174.27,-67.99,2.61,431.16,-65.38,365.79
321,34.72,304.75,21.77,-2.86,-158.79,54.45,179.92,-67.4,2.56,433.96,-64.83,369.12
322,35.94,291.05,22.21,-2.88,-158.34,62.55,179.49,-66.81,2.59,430.01,-64.22,365.79
323,43.43,286.88,24.26,-2.75,-161.75,58.43,183.49,-67.72,2.52,431.99,-65.2,366.79
324,33.55,289.07,23.63,-2.51,-158.58,67.83,182.07,-69.87,2.6,435.06,-67.27,367.79
325,32.27,296.44,25.9,-3.12,-151.41,61.62,174.53,-69.33,2.58,436.23,-66.75,369.48
326,27.04,304.01,23.18,-3.43,-158.47,56.19,180.81,-66.7,2.55,429.33,-64.15,365.18
327,27.07,290.04,23.71,-2.73,-158.98,74.48,181.45,-68.54,2.58,435.04,-65.96,369.08
328,33.34,301.2,24.81,-2.64,-159.83,57.48,182.87,-68.91,2.58,437.23,-66.33,370.91
329,34.57,295.44,24.81,-3.19,-164.38,60.18,187.45,-68.14,2.55,434.88,-65.59,369.29
330,38.35,295.56,25.95,-2.52,-166.87,60.06,188.96,-68.73,2.5,439.48,-66.23,373.26
331,37.91,293.78,25.64,-3.47,-161.88,61.69,183.98,-67.14,2.51,437.65,-64.63,373.02
332,27.0,296.07,22.46,-3.1,-159.35,70.29,180.71,-66.66,2.55,434.09,-64.11,369.97
333,28.67,288.76,22.17,-2.64,-160.52,73.98,183.17,-68.16,2.58,433.6,-65.57,368.02
334,49.49,284.55,22.37,-2.27,-157.77,60.41,180.06,-68.11,2.59,436.84,-65.52,371.32
335,27.12,294.07,23.49,-3.04,-156.84,69.06,179.07,-67.98,2.56,432.93,-65.42,367.51
336,32.79,283.92,25.71,-2.75,-157.33,71.66,178.63,-67.29,2.61,432.63,-64.69,367.94
337,30.05,301.33,26.4,-2.93,-156.45,57.41,177.72,-66.52,2.61,433.53,-63.92,369.62
338,40.73,287.03,23.1,-3.12,-157.23,63.0,179.36,-68.72,2.56,432.86,-66.16,366.7
339,44.26,287.9,24.12,-2.23,-161.16,65.15,183.35,-67.79,2.52,441.39,-65.27,376.13
340,29.37,293.59,22.21,-3.0,-158.95,65.18,181.68,-68.32,2.59,430.09,-65.73,364.36
341,32.2,302.8,23.86,-2.76,-162.03,55.92,183.23,-66.98,2.53,433.22,-64.45,368.77
342,40.07,288.33,23.28,-1.94,-160.32,63.12,182.21,-67.61,2.55,434.76,-65.06,369.7
343,40.05,287.91,22.59,-1.8,-157.99,67.18,181.98,-69.05,2.56,439.92,-66.49,373.43
344,27.85,288.29,23.78,-3.08,-162.94,77.67,185.06,-67.25,2.54,436.62,-64.71,371.91
345,35.6,290.67,23.83,-2.74,-155.61,63.15,176.77,-68.18,2.59,431.67,-65.59,366.08
346,35.69,286.49,25.14,-2.52,-163.32,72.57,183.53,-65.25,2.57,437.58,-62.69,374.9
347,40.97,300.18,22.08,-2.33,-161.22,51.48,184.05,-68.75,2.56,435.2,-66.19,369.01
348,28.56,289.76,22.64,-2.57,-162.1,71.6,186.22,-68.76,2.57,434.11,-66.19,367.91
349,25.73,306.63,23.17,-2.83,-157.69,57.52,181.28,-67.87,2.59,433.82,-65.28,368.53
350,34.51,304.44,24.07,-3.14,-154.54,52.76,177.69,-68.53,2.57,435.79,-65.96,369.83
351,34.34,287.53,25.36,-2.91,-156.87,66.44,180.9,-69.08,2.54,434.77,-66.54,368.23
352,28.76,300.54,23.19,-2.72,-158.69,63.7,180.32,-66.8,2.57,435.11,-64.23,370.87
353,22.23,295.67,23.03,-2.88,-157.63,70.32,180.62,-68.78,2.59,431.35,-66.19,365.17
354,31.65,298.78,22.81,-2.81,-157.97,62.84,180.66,-69.01,2.55,435.96,-66.45,369.5
355,24.31,297.27,23.39,-3.06,-158.72,70.07,181.46,-66.66,2.59,434.72,-64.06,370.65
356,43.48,292.61,23.32,-2.42,-158.51,62.68,181.03,-69.31,2.58,442.19,-66.72,375.47
357,36.22,284.91,23.39,-3.27,-161.86,67.09,182.6,-67.7,2.56,429.07,-65.14,363.93
358,39.13,296.97,23.79,-2.66,-162.48,57.82,183.62,-66.31,2.54,436.18,-63.77,372.41
359,29.68,292.9,23.25,-2.56,-161.98,65.14,185.64,-66.7,2.56,432.07,-64.15,367.92
360,27.26,296.9,22.07,-2.78,-157.0,68.15,178.67,-67.52,2.61,433.27,-64.91,368.36
361,28.24,297.73,23.3,-2.37,-161.55,64.4,182.67,-67.22,2.57,432.42,-64.66,367.76
362,35.11,292.9,21.92,-2.71,-159.52,61.35,181.46,-67.84,2.56,430.52,-65.28,365.25
363,39.15,291.74,22.27,-2.68,-159.51,62.54,181.6,-66.57,2.59,435.11,-63.99,371.12
364,35.16,286.48,27.15,-2.11,-154.09,69.3,177.38,-69.21,2.59,439.27,-66.62,372.66
365,35.03,297.51,23.33,-2.83,-156.98,56.38,179.43,-67.21,2.58,431.87,-64.63,367.24
366,34.17,293.3,23.7,-3.19,-159.65,60.91,183.64,-68.5,2.54,432.87,-65.96,366.91
367,37.37,290.43,25.73,-2.86,-162.96,61.59,183.97,-66.93,2.57,433.29,-64.36,368.92
368,39.44,291.9,22.56,-2.57,-154.65,65.43,175.12,-66.81,2.63,437.23,-64.18,373.06
369,33.72,287.39,23.79,-1.96,-161.19,73.33,181.13,-66.17,2.57,436.2,-63.6,372.6
370,30.09,289.24,22.98,-2.75,-163.74,70.59,187.2,-68.81,2.53,433.6,-66.28,367.32
371,20.25,312.55,23.6,-2.44,-155.04,63.93,176.33,-67.18,2.64,439.17,-64.54,374.63
372,32.05,293.99,24.46,-3.25,-162.38,63.62,185.71,-67.95,2.55,434.2,-65.4,368.79
373,37.88,300.13,23.75,-2.78,-158.87,56.35,178.88,-68.39,2.6,435.34,-65.79,369.55
374,29.21,294.97,25.99,-2.88,-160.27,67.37,182.67,-67.28,2.56,437.05,-64.72,372.33
375,41.4,284.63,22.24,-2.58,-158.32,66.1,180.27,-67.46,2.59,433.73,-64.87,368.86
376,33.89,296.22,25.71,-3.27,-161.26,58.13,183.46,-67.81,2.5,432.89,-65.31,367.58
377,39.6,286.58,22.39,-3.17,-157.18,66.44,177.79,-67.32,2.58,432.45,-64.74,367.72
378,35.94,298.73,23.1,-2.28,-159.7,58.84,181.55,-67.94,2.62,436.18,-65.32,370.86
379,26.15,289.05,25.33,-3.04,-157.57,73.71,180.91,-68.45,2.55,434.55,-65.9,368.65
380,33.85,286.58,25.7,-2.24,-165.28,70.62,187.56,-67.79,2.49,436.78,-65.3,371.48
381,26.19,302.72,24.98,-3.06,-160.43,63.65,183.51,-67.91,2.56,437.57,-65.35,372.21
382,25.62,301.58,24.59,-2.81,-160.97,60.7,186.09,-67.95,2.56,434.78,-65.39,369.39
383,37.99,283.79,22.24,-3.08,-157.36,70.44,180.08,-69.47,2.59,434.09,-66.88,367.2
384,36.62,291.78,24.79,-3.01,-160.22,59.62,183.33,-67.26,2.56,432.92,-64.7,368.22
385,37.46,289.5,23.83,-3.02,-157.2,66.64,180.42,-68.57,2.54,437.62,-66.03,371.6
386,37.83,284.85,23.83,-2.9,-157.99,68.48,180.23,-67.69,2.58,434.33,-65.11,369.22
387,34.06,293.24,23.89,-3.13,-156.62,65.5,179.69,-68.41,2.6,436.61,-65.81,370.8
388,40.51,295.22,22.26,-3.1,-160.29,57.84,182.11,-67.7,2.53,434.55,-65.17,369.38
389,29.95,293.73,22.83,-3.12,-158.55,67.52,178.41,-65.87,2.58,430.76,-63.29,367.47
390,33.61,309.51,24.32,-3.0,-161.94,52.37,183.23,-68.73,2.56,438.09,-66.18,371.92
391,30.07,300.71,23.89,-2.97,-155.82,61.69,177.1,-68.68,2.6,434.66,-66.08,368.58
392,40.83,288.87,23.32,-1.63,-161.51,62.08,183.41,-67.76,2.55,435.37,-65.21,370.16
393,34.59,299.2,24.14,-2.64,-159.17,56.37,182.47,-69.96,2.59,434.95,-67.37,367.59
394,35.49,292.09,24.53,-2.91,-156.49,61.05,178.41,-68.08,2.57,432.16,-65.51,366.64
395,35.94,299.82,24.7,-2.32,-157.66,53.06,180.83,-68.52,2.57,434.38,-65.95,368.43
396,40.8,291.3,22.7,-2.35,-153.02,63.62,173.92,-69.05,2.64,436.98,-66.41,370.57
397,47.75,286.18,22.78,-2.77,-155.71,61.17,178.09,-68.33,2.62,437.49,-65.71,371.78
398,32.64,298.82,22.96,-1.82,-159.15,60.9,182.44,-69.77,2.59,436.78,-67.18,369.6
399,22.69,300.02,24.41,-3.04,-163.7,71.72,185.13,-68.04,2.59,437.23,-65.45,371.78
400,38.87,289.68,24.4,-2.96,-158.52,63.46,180.75,-68.5,2.58,435.69,-65.92,369.77
401,25.37,290.68,24.26,-2.86,-162.49,75.15,185.32,-67.43,2.57,435.44,-64.87,370.57
402,40.7,281.24,22.66,-2.71,-155.68,69.38,176.71,-67.92,2.59,432.29,-65.33,366.96
403,29.78,297.8,22.79,-2.88,-161.95,63.48,183.29,-66.7,2.57,432.32,-64.13,368.18
404,31.17,306.38,22.26,-3.14,-158.49,57.38,178.69,-67.38,2.58,434.25,-64.8,369.45
405,35.06,299.37,23.51,-2.61,-163.58,55.36,185.38,-67.62,2.53,432.51,-65.1,367.41
406,42.12,284.17,22.03,-3.06,-158.38,66.76,179.88,-67.59,2.58,433.52,-65.01,368.51
407,26.04,296.0,23.23,-2.67,-159.98,74.69,179.72,-65.7,2.57,437.03,-63.14,373.89
408,30.65,288.44,24.22,-3.06,-160.32,72.13,182.31,-67.28,2.56,434.37,-64.72,369.65
409,32.18,301.12,22.46,-3.06,-158.87,56.51,181.38,-67.5,2.59,431.7,-64.91,366.79
410,39.35,288.12,24.38,-2.94,-156.31,60.91,177.8,-65.87,2.57,431.3,-63.3,368.0
411,35.78,288.62,23.83,-2.76,-157.72,66.59,180.37,-68.49,2.58,434.71,-65.91,368.8
412,34.82,297.33,22.09,-3.0,-157.4,65.83,179.61,-68.72,2.6,439.29,-66.12,373.17
413,29.54,293.27,22.08,-2.74,-164.95,73.63,184.36,-66.33,2.52,435.21,-63.81,371.4
414,41.8,284.84,24.21,-2.66,-160.67,64.95,181.25,-68.23,2.55,433.71,-65.68,368.04
415,46.25,284.07,24.37,-2.32,-166.58,62.61,187.59,-66.68,2.6,435.99,-64.09,371.9
416,26.98,304.48,24.11,-3.11,-153.45,61.84,175.62,-66.24,2.58,436.46,-63.65,372.81
417,32.4,298.73,25.19,-2.3,-165.87,66.35,188.04,-67.61,2.52,442.56,-65.1,377.46
418,25.37,296.59,25.27,-3.01,-165.42,68.71,188.85,-68.21,2.52,436.36,-65.69,370.67
419,32.7,303.15,28.53,-2.93,-159.8,57.73,181.8,-67.56,2.58,441.2,-64.98,376.22
420,34.9,297.01,23.42,-2.64,-159.43,62.75,181.28,-68.6,2.57,437.29,-66.02,371.26
421,43.22,293.84,23.08,-3.03,-161.58,58.95,184.39,-66.35,2.56,438.87,-63.79,375.07
422,38.51,283.33,23.12,-2.89,-160.21,72.65,180.61,-67.37,2.62,435.11,-64.75,370.36
423,29.51,305.42,23.85,-2.35,-166.83,57.67,188.41,-66.53,2.59,435.68,-63.94,371.74
424,32.7,295.75,23.87,-2.77,-163.84,63.92,184.44,-68.04,2.6,434.07,-65.45,368.63
425,37.92,301.35,25.7,-2.71,-161.5,53.51,184.2,-68.23,2.53,438.48,-65.69,372.79
426,35.79,302.2,23.72,-2.7,-160.0,53.95,181.48,-68.76,2.6,434.45,-66.16,368.29
427,43.74,292.38,23.59,-2.72,-161.71,57.65,184.09,-67.63,2.59,437.02,-65.04,371.98
428,38.61,293.05,23.64,-2.3,-160.09,58.78,183.53,-68.51,2.54,435.22,-65.96,369.26
429,35.13,289.27,23.66,-2.37,-159.76,71.08,183.26,-67.73,2.57,440.27,-65.15,375.12
430,34.7,288.85,24.28,-1.66,-162.29,67.56,184.78,-69.52,2.6,436.22,-66.91,369.3
431,40.42,294.32,22.89,-2.76,-158.53,59.79,180.76,-67.22,2.57,436.88,-64.65,372.23
432,42.21,280.91,23.14,-2.86,-158.66,70.74,178.81,-66.5,2.6,434.3,-63.9,370.4
433,37.49,281.99,22.28,-2.68,-158.73,71.26,179.16,-67.54,2.6,430.76,-64.94,365.82
434,35.5,293.69,23.36,-2.73,-160.41,61.78,181.62,-67.74,2.61,432.81,-65.13,367.68
435,23.17,297.52,23.11,-3.19,-159.29,70.09,181.15,-67.66,2.57,432.56,-65.09,367.47
436,37.15,289.03,24.13,-3.19,-161.58,65.55,183.48,-68.07,2.56,434.58,-65.5,369.08
437,39.71,288.81,22.66,-2.85,-159.76,68.14,181.48,-66.6,2.57,438.18,-64.02,374.16
438,38.83,289.51,26.1,-3.36,-168.69,60.91,192.17,-68.14,2.49,435.47,-65.65,369.82
439,23.79,302.51,24.42,-3.23,-164.8,66.45,186.29,-67.52,2.54,435.44,-64.98,370.46
440,34.32,291.17,22.47,-3.13,-160.02,66.5,180.6,-67.16,2.59,431.91,-64.57,367.34
441,30.81,290.62,23.96,-3.22,-157.54,65.58,180.88,-68.4,2.57,431.08,-65.83,365.25
442,37.66,288.23,22.78,-2.63,-165.68,64.84,186.55,-67.44,2.55,431.75,-64.89,366.86
443,38.39,294.43,22.09,-3.12,-163.88,60.75,186.49,-67.14,2.59,435.15,-64.55,370.6
444,34.47,293.23,23.91,-3.02,-156.97,60.87,179.38,-68.2,2.55,431.88,-65.65,366.22
445,42.59,286.44,27.05,-0.64,-161.3,59.97,185.64,-69.28,2.6,439.74,-66.67,373.07
446,41.9,283.62,22.13,-2.75,-158.89,63.04,180.97,-68.25,2.61,430.02,-65.63,364.38
447,28.53,298.29,22.13,-2.8,-159.41,64.52,180.57,-67.21,2.6,431.83,-64.61,367.22
448,36.25,299.05,22.16,-2.14,-161.12,58.2,183.1,-68.39,2.55,435.5,-65.83,369.67
449,45.68,295.73,22.12,-2.81,-159.72,62.07,179.61,-68.21,2.62,442.68,-65.58,377.1
450,27.07,295.14,22.43,-3.03,-152.15,68.0,174.75,-69.3,2.61,432.21,-66.68,365.52
451,44.81,283.21,24.45,-2.86,-158.65,62.75,179.62,-66.96,2.61,433.32,-64.35,368.97
452,32.96,293.04,22.44,-2.96,-157.28,65.12,179.25,-66.63,2.59,432.56,-64.04,368.53
453,37.26,296.04,22.75,-2.67,-162.06,58.25,186.49,-69.92,2.55,436.07,-67.37,368.7
454,35.01,287.52,24.68,-2.8,-150.7,65.54,171.28,-67.06,2.63,430.53,-64.42,366.11
455,34.63,289.95,24.14,-2.83,-163.64,65.84,184.11,-66.6,2.55,432.21,-64.05,368.16
456,32.13,286.26,22.31,-3.1,-156.6,72.74,177.11,-67.82,2.6,430.85,-65.21,365.64
457,27.75,289.49,24.04,-2.69,-160.32,72.51,181.64,-67.66,2.61,432.42,-65.05,367.37
458,34.0,295.03,23.1,-2.76,-152.14,63.78,172.3,-66.89,2.63,433.32,-64.26,369.06
459,31.07,293.96,22.53,-2.93,-157.78,68.28,180.12,-67.83,2.63,435.24,-65.2,370.04
460,31.36,285.81,23.85,-2.59,-157.97,70.35,179.76,-67.58,2.61,430.56,-64.97,365.59
461,45.12,282.95,23.03,-2.42,-163.15,64.93,183.2,-68.92,2.59,433.66,-66.33,367.33
462,26.45,303.7,22.55,-2.65,-161.03,60.37,181.93,-67.68,2.55,431.33,-65.13,366.21
463,34.06,277.17,23.16,-2.47,-161.98,78.26,184.54,-69.38,2.56,432.73,-66.82,365.91
464,33.52,286.2,21.73,-3.06,-157.74,74.93,178.52,-67.59,2.6,434.09,-64.99,369.1
465,37.83,294.99,23.45,-2.78,-159.34,64.01,180.16,-68.48,2.55,438.32,-65.92,372.4
466,33.95,289.06,25.51,-3.41,-161.27,62.66,181.96,-66.13,2.55,428.47,-63.57,364.89
467,43.39,279.86,22.52,-2.83,-152.61,71.81,174.44,-69.18,2.63,436.57,-66.55,370.02
468,26.78,305.74,25.41,-3.18,-156.56,55.05,178.54,-67.56,2.58,431.79,-64.98,366.81
469,32.68,286.54,26.05,-3.05,-162.79,73.37,183.79,-67.68,2.54,436.6,-65.14,371.45
470,28.28,304.78,23.7,-2.79,-160.54,63.16,181.44,-66.71,2.58,438.02,-64.13,373.89
471,45.95,290.55,23.61,-2.77,-156.9,61.59,177.2,-68.17,2.61,439.24,-65.56,373.67
472,38.26,295.09,23.72,-2.15,-156.9,58.71,179.9,-69.3,2.57,436.63,-66.73,369.9
473,37.43,294.64,22.15,-2.38,-158.52,57.92,178.83,-68.01,2.58,430.08,-65.42,364.65
474,31.93,299.88,23.19,-3.09,-161.78,58.63,183.26,-68.2,2.56,432.03,-65.64,366.39
475,30.79,303.93,24.34,-2.95,-160.54,62.44,183.33,-69.09,2.6,441.34,-66.49,374.85
476,30.7,280.4,23.49,-3.2,-161.24,82.09,182.65,-67.04,2.58,434.9,-64.46,370.44
477,34.78,296.55,22.79,-1.93,-152.9,63.85,173.09,-66.93,2.61,436.23,-64.33,371.9
478,31.41,297.01,23.22,-3.36,-163.24,59.8,186.7,-67.74,2.55,431.55,-65.19,366.36
479,33.79,296.02,23.27,-2.89,-156.59,62.78,180.12,-69.51,2.61,436.49,-66.9,369.59
480,34.11,283.61,23.12,-2.52,-162.2,70.47,186.64,-69.96,2.56,433.23,-67.4,365.82
481,31.45,289.85,25.36,-2.36,-157.45,66.85,180.78,-68.25,2.62,434.47,-65.63,368.84
